0,0.008967
0.2,0.011163
0.4,1.867705
0.6,11.201266
0.8,184.392948
1,510.095066
1.2,525.084352
1.4,478.605685
1.6,429.66994
1.8,407.202024
2,390.29318
2.2,370.667388
2.4,354.02437
2.6,333.80928
2.8,316.887004
3,305.76941
3.2,297.41759
3.4,288.60594
3.6,280.028896
3.8,268.90192
4,260.324876
4.2,260.530385
4.4,249.16263
4.6,246.37869
4.8,246.184344
5,246.37869
5.2,237.794875
5.4,237.794875
5.6,241.000764
5.8,237.794875
6,240.620856
6.2,240.620856
6.4,240.81081
6.6,235.010935
6.8,237.794875
7,232.043812
7.2,232.226995
7.4,229.262068
7.6,232.043812
7.8,232.043812
8,229.443055
8.2,223.466768
8.4,229.262068
8.6,232.226995
8.8,226.659115
9,229.443055
9.2,232.226995
9.4,226.659115
9.6,232.043812
9.8,226.480324
10,220.85924
10.2,226.480324
10.4,223.64318
10.6,291.156396
10.8,322.426176
11,254.761388
11.2,220.685024
11.4,212.50742
11.6,215.29136
11.8,218.0753
12,215.121536
12.2,215.461184
12.4,218.0753
12.6,212.50742
12.8,217.90328
13,215.121536
13.2,220.685024
13.4,217.90328
13.6,220.85924
13.8,212.339792
14,220.685024
14.2,218.24732
14.4,217.73032
14.6,218.0753
14.8,217.90328
15,215.121536
15.2,214.78096
15.4,217.21426
15.6,199.710849
15.8,196.246638
16,193.180902
16.2,189.82017
16.4,194.3704
16.6,188.14855
16.8,190.251584
17,192.650444
17.2,189.63524
17.4,191.86818
17.6,191.86818
17.8,191.555616
18,190.774206
18.2,187.630438
18.4,192.72543
18.6,184.34881
18.8,184.34881
19,189.679378
19.2,181.533832
19.4,187.014094
19.6,181.384138
19.8,181.234444
20,180.784544
20.2,188.271986
20.4,185.472392
20.6,182.67719
20.8,185.010134
21,179.586174
21.2,176.80416
21.4,176.509164
21.6,181.61313
21.8,183.776604
22,183.468432
22.2,185.613484
22.4,187.804338
22.6,187.010166
22.8,186.375522
23,190.555497
23.2,233.131129
23.4,274.190909
23.6,320.760666
23.8,339.13974
24,324.044815
24.2,295.150284
24.4,293.41902
24.6,290.012574
24.8,292.463028
25,288.02694
25.2,291.43468
25.4,290.961076
25.6,290.72298
25.8,295.632672
26,293.898322
26.2,293.33039
26.4,300.700382
26.6,299.636886
26.8,293.192118
27,296.528606
27.2,296.05061
27.4,297.2456
27.6,295.699704
27.8,299.397888
28,297.357318
28.2,302.872446
28.4,298.919892
28.6,299.15889
28.8,299.636886
29,302.390058
29.2,305.129088
29.4,301.90767
29.6,298.919892
29.8,299.15889
30,293.895936
30.2,302.148864
30.4,299.636886
30.6,299.397888
30.8,302.148864
31,294.130542
31.2,297.357318
31.4,297.357318
31.6,294.599754
31.8,296.883714
32,299.875884
32.2,299.875884
32.4,299.875884
32.6,308.371602
32.8,296.883714
33,296.646912
33.2,296.883714
33.4,299.397888
33.6,296.41011
33.8,301.666476
34,298.919892
34.2,302.631252
34.4,291.60978
34.6,302.631252
34.8,299.875884
35,302.631252
35.2,305.616234
35.4,297.120516
35.6,297.120516
35.8,297.120516
36,297.120516
36.2,296.41011
36.4,299.636886
36.6,296.883714
36.8,299.636886
37,302.390058
37.2,299.875884
37.4,302.631252
37.6,302.148864
37.8,307.880064
38,305.129088
38.2,302.148864
38.4,307.634295
38.6,313.382016
38.8,313.882338
39,313.882338
39.2,313.382016
39.4,313.131855
39.6,318.85848
39.8,312.881694
40,311.12697
40.2,309.356021
40.4,315.634832
40.6,316.385315
40.8,313.85594
41,313.36001
41.2,311.87222
41.4,311.6229
41.6,311.374935
41.8,316.385349
42,309.391215
42.2,312.381372
42.4,314.365114
42.6,316.564464
42.8,316.054992
43,319.293468
43.2,313.8604
43.4,316.564464
43.6,319.807332
43.8,314.112757
44,320.064264
44.2,319.807332
44.4,323.058984
44.6,318.603744
44.8,310.63104
45,316.890063
45.2,314.38266
45.4,313.882338
45.6,312.36815
45.8,313.36001
46,316.385315
46.2,316.635476
46.4,312.552361
46.6,310.978833
46.8,311.709552
47,312.927417
47.2,309.759637
47.4,315.884993
47.6,312.120185
47.8,306.348284
48,314.634188
48.2,312.120185
48.4,314.884349
48.6,317.90087
48.8,317.648513
49,312.616115
49.2,317.648513
49.4,320.89776
49.6,309.110252
49.8,309.887145
50,313.608043
50.2,314.871207
50.4,311.12697
50.6,311.87222
50.8,309.60179
51,315.384671
51.2,317.648513
51.4,312.120185
51.6,312.616115
51.8,313.36001
52,310.830635
52.2,319.162655
52.4,313.36001
52.6,315.384671
52.8,309.60179
53,315.384671
53.2,310.093328
53.4,321.407232
53.6,310.093328
53.8,318.405584
54,318.405584
54.2,316.135154
54.4,313.112045
54.6,313.36001
54.8,307.809722
55,307.566149
55.2,310.339097
55.4,307.216574
55.6,303.463466
55.8,309.847559
56,300.594184
56.2,306.591857
56.4,302.98547
56.6,302.334042
56.8,300.438332
57,298.069018
57.2,300.833182
57.4,305.04451
57.6,309.759637
57.8,304.897454
58,313.415894
58.2,305.887366
58.4,303.050698
58.6,318.290016
58.8,317.572184
59,319.724472
59.2,312.53938
59.4,307.070535
59.6,310.720344
59.8,307.75404
60,310.490313
60.2,306.159195
60.4,306.72532
60.6,308.25668
60.8,300.44644
61,302.816092
61.2,297.140973
61.4,299.5168
61.6,295.760787
61.8,303.28125
62,313.85594
62.2,306.896988
62.4,306.908855
62.6,308.376062
62.8,301.240272
63,303.87043
63.2,304.770032
63.4,305.276125
63.6,307.625579
63.8,306.404107
64,310.879005
64.2,309.110252
64.4,310.830635
64.6,308.785345
64.8,305.528216
65,305.76941
65.2,302.98547
65.4,305.04451
65.6,307.566149
65.8,305.04451
66,299.48983
66.2,302.028172
66.4,299.48983
66.6,308.053295
66.8,302.506168
67,305.285704
67.2,305.04451
67.4,305.04451
67.6,302.746472
67.8,299.726632
68,308.296868
68.2,305.285704
68.4,302.506168
68.6,304.803316
68.8,307.809722
69,305.04451
69.2,308.053295
69.4,302.26717
69.6,311.076404
69.8,302.26717
70,299.48983
70.2,299.48983
70.4,305.04451
70.6,305.04451
70.8,302.028172
71,305.04451
71.2,302.028172
71.4,305.04451
71.6,305.285704
71.8,306.492992
72,308.665056
72.2,302.095946
72.4,303.702464
72.6,306.251798
72.8,312.060823
73,308.053295
73.2,300.594184
73.4,307.142757
73.6,308.89393
73.8,306.651219
74,304.154796
74.2,308.398
74.4,310.879039
74.6,310.63104
74.8,310.339097
75,310.093328
75.2,311.374935
75.4,307.880064
75.6,312.36815
75.8,312.86408
76,312.86408
76.2,314.634188
76.4,315.13451
76.6,315.13451
76.8,315.13451
77,310.879005
77.2,314.112757
77.4,318.094272
77.6,317.396156
77.8,321.916704
78,317.387326
78.2,321.939961
78.4,315.011394
78.6,314.519856
78.8,313.043899
79,313.043899
79.2,312.306592
79.4,312.306592
79.6,309.028918
79.8,309.847559
80,314.884349
80.2,313.36001
80.4,305.528216
80.6,306.492992
80.8,310.00321
81,306.251798
81.2,310.339097
81.4,305.859807
81.6,311.374935
81.8,309.110252
82,314.634188
82.2,314.884349
82.4,312.120185
82.6,306.591857
82.8,309.60179
83,303.597346
83.2,306.348284
83.4,303.597346
83.6,300.833182
83.8,303.597346
84,298.069018
84.2,303.597346
84.4,300.594184
84.6,300.594184
84.8,303.597346
85,303.356152
85.2,306.591857
85.4,306.348284
85.6,309.356021
85.8,312.120185
86,312.120185
86.2,309.356021
86.4,310.093328
86.6,311.076404
86.8,308.296868
87,310.339097
87.2,310.339097
87.4,307.809722
87.6,308.541772
87.8,302.028172
88,304.079734
88.2,306.591857
88.4,306.10338
88.6,308.86314
88.8,300.114882
89,298.069018
89.2,295.53946
89.4,300.833182
89.6,298.069018
89.8,300.594184
90,298.069018
90.2,303.83854
90.4,306.83543
90.6,306.591857
90.8,306.83543
91,306.83543
91.2,306.591857
91.4,309.110252
91.6,305.859807
91.8,306.10338
92,306.591857
92.2,303.597346
92.4,301.550176
92.6,301.789174
92.8,290.236272
93,296.008672
93.2,301.789174
93.4,304.079734
93.6,301.311178
93.8,301.311178
94,304.079734
94.2,301.550176
94.4,307.322576
94.6,304.562122
94.8,304.803316
95,304.803316
95.2,301.789174
95.4,304.803316
95.6,306.010604
95.8,304.228458
96,302.816092
96.2,301.643062
96.4,302.095946
96.6,301.38554
96.8,299.059832
97,297.886802
97.2,296.477884
97.4,294.83436
97.6,299.15889
97.8,292.722906
98,290.61017
98.2,293.092294
98.4,296.646912
98.6,297.357318
98.8,297.357318
99,301.07218
99.2,304.320928
99.4,299.253028
99.6,299.726632
99.8,300.20153
100,297.41759
100.2,297.652196
100.4,300.675134
100.6,297.652196
100.8,297.652196
101,294.86606
101.2,300.438332
101.4,300.438332
101.6,306.251798
101.8,302.98547
102,294.63365
102.2,300.20153
102.4,294.63365
102.6,297.886802
102.8,307.698962
103,308.485036
103.2,304.694222
103.4,310.625994
103.6,320.441466
103.8,310.950375
104,301.597989
104.2,306.8427
104.4,306.159195
104.6,293.890688
104.8,303.433902
105,303.88518
105.2,304.336458
105.4,307.29837
105.6,304.562097
105.8,306.142803
106,304.057083
106.2,307.272231
106.4,314.633385
106.6,322.534534
106.8,326.737588
107,324.412664
107.2,327.68609
107.4,324.881876
107.6,327.68609
107.8,324.64727
108,327.449288
108.2,325.116482
108.4,325.351088
108.6,317.1015
108.8,320.847993
109,321.078024
109.2,318.240675
109.4,321.538086
109.6,315.398934
109.8,318.240675
110,324.63105
110.2,326.95642
110.4,331.923902
110.6,327.88733
110.8,333.135124
111,301.512236
111.2,304.816064
111.4,335.029486
111.6,312.105915
111.8,272.241576
112,237.72112
112.2,218.76491
112.4,215.536002
112.6,213.07262
112.8,219.390038
113,219.390038
113.2,212.92073
113.4,209.692664
113.6,206.763986
113.8,203.719321
114,191.388265
114.2,188.048604
114.4,194.471029
114.6,181.623948
114.8,190.56951
115,189.887835
115.2,178.771416
115.4,179.95608
115.6,175.919592
115.8,184.56779
116,187.402163
116.2,180.944544
116.4,183.749035
116.6,186.57022
116.8,189.668467
117,189.668467
117.2,192.342337
117.4,189.52774
117.6,189.52774
117.8,192.342337
118,189.52774
118.2,189.949921
118.4,197.039882
118.6,204.300408
118.8,207.75315
119,205.198572
119.2,198.927222
119.4,202.040826
119.6,198.782103
119.8,192.625272
120,198.636984
120.2,188.78823
120.4,186.154627
120.6,178.26396
120.8,180.88451
121,180.748175
121.2,183.521024
121.4,183.521024
121.6,183.382493
121.8,185.725804
122,190.360443
122.2,198.02638
122.4,196.81126
122.6,184.333963
122.8,181.36096
123,175.7008
123.2,180.938779
123.4,177.837468
123.6,174.609375
123.8,177.144813
124,179.952921
124.2,188.758752
124.4,180.093648
124.6,177.144813
124.8,180.234375
125,185.714256
125.2,182.903952
125.4,182.761029
125.6,177.006282
125.8,176.589932
126,176.035808
126.2,181.331018
126.4,178.544882
126.6,178.826336
126.8,179.10779
127,179.248517
127.2,182.618106
127.4,182.903952
127.6,180.093648
127.8,182.903952
128,173.926955
128.2,175.897277
128.4,176.713893
128.6,174.461492
128.8,178.309222
129,195.39291
129.2,223.3434
129.4,248.720668
129.6,290.03775
129.8,307.761936
130,287.19145
130.2,277.691336
130.4,282.269152
130.6,279.408316
130.8,267.52106
131,267.110042
131.2,346.13366
131.4,464.873382
131.6,488.940658
131.8,493.570535
132,512.40288
132.2,504.738794
132.4,482.99844
132.6,463.97631
132.8,473.230824
133,430.774905
133.2,284.096175
133.4,212.665642
133.6,204.10613
133.8,188.909842
134,181.580076
134.2,184.317765
134.4,181.164483
134.6,178.292655
134.8,183.895584
135,180.887421
135.2,180.74889
135.4,180.74889
135.6,180.33254
135.8,180.055478
136,182.768999
136.2,185.335205
136.4,182.205322
136.6,187.891834
136.8,190.972028
137,187.601596
137.2,187.746715
137.4,178.946473
137.6,181.783141
137.8,178.807942
138,178.807942
138.2,172.63488
138.4,178.115287
138.6,177.698937
138.8,174.336705
139,176.31287
139.2,175.481684
139.4,177.840478
139.6,179.758084
139.8,181.358307
140,174.742946
140.2,179.325055
140.4,175.610974
140.6,180.789024
140.8,182.732202
141,176.711327
141.2,179.313238
141.4,188.740832
141.6,220.171498
141.8,242.155787
142,290.603695
142.2,306.207168
142.4,310.446624
142.6,283.712781
142.8,271.557985
143,272.29956
143.2,264.975965
143.4,264.76826
143.6,247.739112
143.8,225.408264
144,223.125
144.2,225.054476
144.4,233.509276
144.6,222.602352
144.8,205.210461
145,191.49179
145.2,182.559806
145.4,187.476352
145.6,208.308072
145.8,229.496616
146,285.57167
146.2,304.879428
146.4,321.719296
146.6,308.558145
146.8,287.46552
147,280.969104
147.2,277.933344
147.4,278.341492
147.6,267.62708
147.8,241.6722
148,230.76053
148.2,224.511669
148.4,231.486708
148.6,229.294065
148.8,198.758016
149,181.503426
149.2,178.328073
149.4,183.4456
149.6,177.040985
149.8,182.559806
150,182.70811
150.2,178.184369
150.4,191.79557
150.6,191.71875
150.8,183.905194
151,184.048117
151.2,187.601596
151.4,208.441539
151.6,200.555604
151.8,202.503262
152,196.749644
152.2,197.039882
152.4,200.270044
152.6,202.652956
152.8,201.753974
153,201.304892
153.2,206.748048
153.4,197.46597
153.6,202.5864
153.8,195.695188
154,200.91395
154.2,193.481106
154.4,186.04982
154.6,182.346818
154.8,190.234538
155,189.496242
155.2,192.018138
155.4,182.475183
155.6,178.404155
155.8,177.27757
156,179.185611
156.2,178.184369
156.4,169.425665
156.6,174.461492
156.8,176.611435
157,175.753897
157.2,180.936522
157.4,180.34653
157.6,176.711327
157.8,175.259344
158,210.404568
158.2,221.424084
158.4,267.42517
158.6,303.0948
158.8,311.155488
159,286.95904
159.2,275.932748
159.4,281.47713
159.6,274.399476
159.8,274.618344
160,272.514176
160.2,275.495012
160.4,275.276144
160.6,281.253687
160.8,281.47713
161,282.370902
161.2,277.46602
161.4,281.134216
161.6,281.797408
161.8,279.437028
162,281.35528
162.2,266.431035
162.4,254.078328
162.6,254.351124
162.8,258.240168
163,249.107843
163.2,220.248072
163.4,211.25825
163.6,208.598764
163.8,208.75285
164,205.32125
164.2,206.28579
164.4,204.590002
164.6,203.81873
164.8,200.91395
165,206.880646
165.2,206.72351
165.4,200.76206
165.6,200.61017
165.8,200.45828
166,200.76206
166.2,203.664644
166.4,203.664644
166.6,206.880646
166.8,203.81873
167,200.91395
167.2,204.127744
167.4,201.52234
167.6,204.744088
167.8,199.057846
168,196.137682
168.2,196.137682
168.4,189.911084
168.6,201.52234
168.8,195.54769
169,201.21856
169.2,198.159682
169.4,200.76206
169.6,200.45828
169.8,208.918389
170,202.740128
170.2,202.586042
170.4,205.003554
170.6,204.222144
170.8,206.378079
171,205.902096
171.2,202.032488
171.4,204.47328
171.6,198.57728
171.8,201.40736
172,204.155958
172.2,201.094796
172.4,201.094796
172.6,201.094796
172.8,195.29153
173,195.29153
173.2,189.496242
173.4,198.115022
173.6,200.625096
173.8,200.625096
174,197.806008
174.2,198.115022
174.4,200.625096
174.6,194.98692
174.8,203.679108
175,200.625096
175.2,203.679108
175.4,197.651922
175.6,194.83503
175.8,197.651922
176,197.651922
176.2,197.806008
176.4,197.651922
176.6,194.83503
176.8,194.98692
177,200.625096
177.2,197.497836
177.4,203.361786
177.6,197.806008
177.8,200.312532
178,194.83503
178.2,200.468814
178.4,200.468814
178.6,197.497836
178.8,203.520447
179,194.68314
179.2,197.497836
179.4,200.312532
179.6,197.497836
179.8,194.68314
180,197.497836
180.2,200.468814
180.4,200.312532
180.6,197.497836
180.8,194.68314
181,200.312532
181.2,200.15625
181.4,203.203125
181.6,200.15625
181.8,200.15625
182,197.34375
182.2,197.34375
182.4,197.34375
182.6,200.312532
182.8,200.312532
183,194.53125
183.2,197.34375
183.4,200.15625
183.6,197.34375
183.8,199.999968
184,200.15625
